,User_ID,Gender,Age,Location,Verification,Sexual_orientation,Sexual_polarity,Looking_for,Points_Rank,Last_login,Member_since,Number_of_Comments_in_public_forum,Time_spent_chating_H:M,Number_of_advertisments_posted,Number_of_offline_meetings_attended,Profile_pictures,Friends_ID_list,Risk
1772,12574.0,male,"28,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_963_days,27.11.2012,0,0:39,0.0,0.0,0.0,,unknown_risk
1773,12575.0,male,"31,3",K,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1614_days,27.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1774,12576.0,male,"25,5",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1614_days,27.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1775,12577.0,male,"34,3",K,Non_Verified,bisexual,Switch,Nobody,0,before_1590_days,27.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1776,12578.0,male,"45,4",A,Non_Verified,Heterosexual,Switch,Women,0,before_1613_days,27.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1777,1258.0,male,"29,7",A,Non_Verified,Homosexual,Switch,Nobody,30,before_3_days,20.7.2010,0,0:5,1.0,0.0,0.0,,unknown_risk
1778,12580.0,male,"43,5",E,Non_Verified,bisexual,Switch,Nobody,50,before_968_days,27.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1779,12582.0,male,"27,7",C,Non_Verified,Heterosexual,Switch,Nobody,0,before_1613_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1780,12584.0,male,"34,8",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_1556_days,28.11.2012,0,0:22,0.0,0.0,0.0,,unknown_risk
1781,12585.0,female,"32,1",J,Non_Verified,bicurious,Submisive,Nobody,0,before_2_days,28.11.2012,0,2:31,0.0,0.0,0.0,"9955,13236",unknown_risk
1782,12586.0,female,"20,8",E,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1569_days,28.11.2012,0,0:0,0.0,0.0,0.0,12073,unknown_risk
1783,12587.0,male,61,B,Non_Verified,Heterosexual,Submisive,Women,0,before_1612_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1784,12588.0,male,"36,6",J,Non_Verified,Heterosexual,Switch,Nobody,0,before_1392_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1785,12589.0,male,"49,5",E,Non_Verified,bicurious,Submisive,Women,15,before_18_days,28.11.2012,0,0:4,1.0,0.0,0.0,,unknown_risk
1786,1259.0,male,"43,1",N,Non_Verified,Heterosexual,Dominant,Nobody,-370,before_629_days,21.7.2010,0,3:35,0.0,0.0,33.0,5516,unknown_risk
1787,12591.0,male,"30,6",A,Non_Verified,Heterosexual,Submisive,Women,20,before_3_days,28.11.2012,0,5:12,0.0,0.0,2.0,,unknown_risk
1788,12594.0,male,"34,7",L,Non_Verified,Heterosexual,Submisive,Nobody,16,before_1_days,28.11.2012,1,0:0,0.0,0.0,0.0,,unknown_risk
1789,12595.0,male,"36,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1517_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1790,12596.0,female,"33,5",B,Non_Verified,bisexual,Submisive,Nobody,0,before_1613_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1791,12600.0,male,"34,4",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_225_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1792,12601.0,male,"33,2",B,Non_Verified,Heterosexual,Switch,Women,0,before_1611_days,28.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1793,12603.0,female,"23,6",K,Non_Verified,Homosexual,Submisive,Nobody,15,before_1413_days,29.11.2012,0,12:55,0.0,0.0,0.0,,unknown_risk
1794,12604.0,male,"63,5",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1795,12605.0,male,"45,5",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1610_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1796,12606.0,female,"26,3",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_851_days,29.11.2012,0,0:0,0.0,0.0,0.0,12920,unknown_risk
1797,12607.0,male,24,H,Non_Verified,Homosexual,Dominant,Nobody,15,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1798,12609.0,male,"41,8",H,Non_Verified,bicurious,Switch,Nobody,50,before_1599_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1799,12611.0,male,"34,6",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1800,12613.0,male,"50,7",E,Non_Verified,bicurious,Dominant,Nobody,0,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1801,12614.0,male,"36,5",S,Non_Verified,Heterosexual,Dominant,Women,15,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1802,12615.0,male,"28,6",A,Non_Verified,Homosexual,Submisive,Nobody,15,before_1611_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1803,12616.0,male,"52,3",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1804,12617.0,male,"41,9",S,Non_Verified,Homosexual,Dominant,Nobody,15,before_1430_days,29.11.2012,0,0:0,2.0,0.0,0.0,"6732,2847",unknown_risk
1805,12618.0,male,"42,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1612_days,29.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1806,1262.0,male,32,B,Non_Verified,bisexual,Submisive,Nobody,0,before_2187_days,21.7.2010,0,0:0,0.0,0.0,0.0,,unknown_risk
1807,12620.0,male,"43,2",A,Non_Verified,bicurious,Switch,Nobody,0,before_12_days,29.11.2012,0,0:19,0.0,0.0,0.0,12830,unknown_risk
1808,12621.0,male,"42,8",C,Non_Verified,bisexual,Submisive,Men_and_Women,25,before_1522_days,29.11.2012,0,0:33,0.0,0.0,2.0,,unknown_risk
1809,12622.0,male,"30,8",J,Non_Verified,Heterosexual,Submisive,Women,15,before_109_days,29.11.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1810,12623.0,male,"36,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1342_days,29.11.2012,0,0:0,0.0,0.0,4.0,,unknown_risk
1811,12626.0,female,"53,9",A,Non_Verified,bisexual,Dominant,Men,0,before_1198_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1812,12629.0,male,"32,4",M,Non_Verified,Heterosexual,Dominant,Women,0,before_1450_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1813,1263.0,male,"41,3",A,Non_Verified,Heterosexual,Switch,Women,33,before_23_days,21.7.2010,43,0:7,0.0,0.0,0.0,"34575,29038",unknown_risk
1814,12631.0,female,"32,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1585_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1815,12634.0,male,"57,2",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1611_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1816,12635.0,male,"51,7",F,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1611_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1817,12636.0,female,"24,5",A,Non_Verified,bicurious,Dominant,Nobody,0,before_1313_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1818,12637.0,male,28,G,Non_Verified,bisexual,Dominant,Men_and_Women,0,before_485_days,30.11.2012,0,0:41,0.0,0.0,0.0,,unknown_risk
1819,12638.0,male,39,B,Non_Verified,Heterosexual,Switch,Women,0,before_53_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1820,12642.0,male,"33,9",L,Non_Verified,Heterosexual,Dominant,Women,15,before_1599_days,30.11.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1821,12644.0,female,"36,8",G,Verified,Heterosexual,Dominant,Nobody_but_maybe,169,before_604_days,30.11.2012,47,6:17,0.0,0.0,0.0,"14563,9397,14457,4094",unknown_risk
1822,12645.0,male,"41,6",A,Non_Verified,bisexual,Dominant,Women,0,before_12_days,30.11.2012,0,0:1,0.0,0.0,0.0,,unknown_risk
1823,12646.0,female,"39,6",L,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1578_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1824,12649.0,male,39,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1825,1265.0,male,"29,4",A,Non_Verified,Heterosexual,Dominant,Nobody,136,before_1373_days,22.7.2010,218,0:0,0.0,0.0,0.0,,unknown_risk
1826,12651.0,male,"44,4",J,Non_Verified,bisexual,Dominant,Nobody,0,before_1484_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1827,12652.0,male,"48,2",D,Non_Verified,bisexual,Submisive,Nobody,15,before_1223_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1828,12653.0,male,"36,1",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1829,12655.0,male,"32,4",B,Non_Verified,bisexual,Switch,Nobody,0,before_7_days,1.12.2012,0,0:8,0.0,0.0,0.0,"12986,13068",unknown_risk
1830,12657.0,male,"34,5",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1831,12658.0,male,"27,1",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1832,12659.0,female,34,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1609_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1833,12660.0,male,"22,6",K,Non_Verified,bisexual,Submisive,Nobody,0,before_1610_days,1.12.2012,0,0:33,0.0,0.0,0.0,,unknown_risk
1834,12661.0,male,"44,2",L,Non_Verified,Heterosexual,Dominant,Women,0,before_1011_days,1.12.2012,0,0:7,0.0,0.0,0.0,,unknown_risk
1835,12662.0,female,"28,9",A,Non_Verified,bisexual,Switch,Men_and_Women,13,before_1433_days,1.12.2012,15,0:0,0.0,0.0,0.0,"6437,12122,6452",unknown_risk
1836,12663.0,female,"22,9",G,Non_Verified,Heterosexual,Submisive,Men,0,before_1258_days,1.12.2012,0,0:0,0.0,0.0,0.0,12029,unknown_risk
1837,12664.0,female,"26,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1591_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1838,12665.0,male,"40,5",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_289_days,1.12.2012,0,0:2,0.0,0.0,0.0,,unknown_risk
1839,12666.0,male,"30,7",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1609_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1840,1267.0,male,"40,1",A,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,118,before_10_days,22.7.2010,4,45:34,1.0,1.0,0.0,,unknown_risk
1841,12670.0,male,"51,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1842,12671.0,male,"43,5",A,Non_Verified,Heterosexual,Dominant,Nobody,15,before_1598_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1843,12672.0,male,27,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1610_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1844,12674.0,female,"28,6",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1593_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1845,12676.0,male,"34,5",L,Non_Verified,bicurious,Switch,Nobody,0,before_1609_days,1.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1846,12678.0,male,"26,8",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1560_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1847,1268.0,male,"33,2",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_3_days,23.7.2010,0,67:32,0.0,0.0,0.0,"23088,21805",unknown_risk
1848,12681.0,male,"27,9",O,Non_Verified,Heterosexual,Dominant,Nobody_but_maybe,18,before_1450_days,2.12.2012,8,0:0,0.0,0.0,0.0,,unknown_risk
1849,12684.0,female,"34,1",A,Non_Verified,Heterosexual,Submisive,Nobody,15,before_928_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1850,12686.0,female,"37,3",A,Non_Verified,bisexual,Switch,Nobody,0,before_995_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1851,12688.0,male,"65,1",C,Non_Verified,Heterosexual,Switch,Women,18,before_101_days,2.12.2012,5,10:52,0.0,0.0,0.0,,unknown_risk
1852,1269.0,male,"42,4",B,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1633_days,23.7.2010,0,0:0,0.0,0.0,0.0,,unknown_risk
1853,12694.0,male,"58,3",A,Non_Verified,Heterosexual,Dominant,Women,0,before_41_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1854,12696.0,female,"38,3",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1343_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1855,12697.0,male,"35,1",B,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1609_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1856,12698.0,male,"38,5",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1587_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1857,12700.0,male,"37,2",A,Non_Verified,bicurious,Switch,Nobody,0,before_203_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1858,12703.0,male,"38,9",A,Non_Verified,Heterosexual,Dominant,Women,0,before_609_days,2.12.2012,0,0:2,1.0,0.0,0.0,,unknown_risk
1859,12704.0,male,"41,4",A,Non_Verified,Heterosexual,Switch,Nobody,75,before_8_days,2.12.2012,0,0:1,0.0,0.0,0.0,,unknown_risk
1860,12705.0,male,"35,1",B,Non_Verified,Heterosexual,Submisive,Women,15,before_649_days,2.12.2012,0,1:14,0.0,0.0,0.0,,unknown_risk
1861,12706.0,male,"34,9",N,Non_Verified,bicurious,Submisive,Nobody,15,before_824_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1862,12709.0,male,"26,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1569_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1863,12710.0,male,"41,3",A,Non_Verified,bicurious,Switch,Nobody,0,before_1275_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1864,12711.0,female,"44,7",D,Non_Verified,bisexual,Submisive,Men,0,before_478_days,2.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1865,12712.0,male,39,L,Non_Verified,Heterosexual,Dominant,Nobody,0,before_2_days,3.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1866,12713.0,male,"34,3",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,11519,unknown_risk
1867,12714.0,male,"45,3",M,Non_Verified,Heterosexual,Dominant,Women,0,before_1584_days,3.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1868,12715.0,male,43,A,Non_Verified,Heterosexual,Dominant,Women,15,before_1578_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1869,12716.0,male,"45,9",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1870,12717.0,male,"32,2",J,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1871,12718.0,female,"47,8",A,Non_Verified,bisexual,Submisive,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1872,12719.0,male,"42,7",G,Non_Verified,Heterosexual,Submisive,Women,15,before_528_days,3.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1873,12720.0,male,"41,4",A,Non_Verified,Heterosexual,Dominant,Nobody,9,before_793_days,3.12.2012,19,11:43,0.0,0.0,0.0,,unknown_risk
1874,12722.0,female,"26,1",B,Non_Verified,bicurious,Submisive,Nobody,0,before_1324_days,3.12.2012,0,0:0,0.0,0.0,0.0,14307,unknown_risk
1875,12723.0,male,"40,7",L,Non_Verified,bicurious,Submisive,Nobody,15,before_373_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1876,12724.0,male,"23,6",O,Non_Verified,Heterosexual,Dominant,Women,20,before_4_days,3.12.2012,0,0:38,0.0,0.0,0.0,,unknown_risk
1877,12727.0,male,"37,5",A,Non_Verified,Heterosexual,Dominant,,0,before_5_days,3.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1878,12728.0,male,"43,9",G,Non_Verified,Heterosexual,Switch,Nobody,0,before_20_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1879,12729.0,male,"31,2",H,Non_Verified,Heterosexual,Dominant,Women,15,before_394_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1880,12731.0,female,"25,9",J,Non_Verified,bicurious,Dominant,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1881,12732.0,male,"46,1",G,Non_Verified,Heterosexual,Dominant,Nobody,20,before_335_days,3.12.2012,5,0:10,0.0,0.0,0.0,35705,unknown_risk
1882,12734.0,female,"31,7",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1608_days,3.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1883,12735.0,male,"45,4",K,Non_Verified,Heterosexual,Submisive,Nobody,0,before_143_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1884,1274.0,male,"37,5",F,Verified,Heterosexual,Switch,Women,279,before_32_days,24.7.2010,12,3:35,3.0,0.0,31.0,"7001,11519,10087,16444",unknown_risk
1885,12740.0,male,"37,9",A,Non_Verified,Heterosexual,Dominant,Women,15,before_1_days,4.12.2012,0,2:29,2.0,1.0,0.0,,unknown_risk
1886,12741.0,male,"50,6",A,Non_Verified,bisexual,Dominant,Nobody_but_maybe,30,before_476_days,4.12.2012,1,0:0,0.0,0.0,19.0,,unknown_risk
1887,12748.0,male,"42,8",B,Non_Verified,Heterosexual,Dominant,Nobody,15,before_1518_days,4.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1888,12749.0,female,"30,5",N,Non_Verified,bisexual,Submisive,Nobody,0,before_1607_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1889,1275.0,male,"53,5",F,Non_Verified,Heterosexual,Dominant,Women,55,before_3_days,25.7.2010,0,0:0,0.0,0.0,0.0,,unknown_risk
1890,12752.0,female,"31,9",B,Non_Verified,Heterosexual,Switch,Nobody,0,before_1577_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1891,12754.0,male,44,B,Non_Verified,Heterosexual,Dominant,Nobody,50,before_686_days,4.12.2012,12,85:19,0.0,1.0,0.0,"10110,16239,19763",unknown_risk
1892,12755.0,male,29,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1607_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1893,12757.0,male,45,C,Non_Verified,Heterosexual,Switch,Nobody,0,before_1549_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1894,12758.0,male,"44,5",L,Non_Verified,Heterosexual,Switch,Nobody_but_maybe,0,before_498_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1895,12759.0,male,"51,8",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_56_days,4.12.2012,0,0:0,0.0,1.0,0.0,,unknown_risk
1896,12760.0,male,28,A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1606_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1897,12761.0,male,"55,8",E,Non_Verified,Heterosexual,Dominant,Women,-85,before_1049_days,4.12.2012,0,0:0,2.0,0.0,4.0,,unknown_risk
1898,12762.0,male,"26,7",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1607_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1899,12763.0,male,"34,2",O,Non_Verified,Heterosexual,Switch,Women,-20,before_1205_days,4.12.2012,0,6:41,2.0,0.0,0.0,12011,unknown_risk
1900,12764.0,male,"42,3",O,Non_Verified,bisexual,Submisive,Nobody,15,before_296_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1901,12766.0,male,"47,3",A,Non_Verified,Homosexual,Dominant,Men,82,before_3_days,4.12.2012,2,0:0,0.0,0.0,16.0,"21020,6884,5648,5737,9136",unknown_risk
1902,12767.0,female,"34,4",B,Non_Verified,Heterosexual,Submisive,Nobody_but_maybe,10,before_1297_days,4.12.2012,0,3:24,0.0,0.0,0.0,,unknown_risk
1903,12768.0,male,"33,8",N,Non_Verified,bisexual,Submisive,Women,15,before_21_days,4.12.2012,0,0:0,1.0,0.0,0.0,,unknown_risk
1904,12770.0,male,"54,5",J,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1605_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1905,12771.0,female,"35,2",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1470_days,4.12.2012,0,0:6,0.0,0.0,0.0,14054,unknown_risk
1906,12772.0,male,"39,2",H,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1581_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1907,12776.0,male,"43,1",A,Non_Verified,Heterosexual,Dominant,Women,0,before_8_days,4.12.2012,0,0:41,0.0,0.0,0.0,,unknown_risk
1908,12777.0,male,"49,5",B,Non_Verified,Heterosexual,Switch,Women,0,before_753_days,4.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1909,12778.0,male,"26,7",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1089_days,5.12.2012,0,0:34,0.0,0.0,0.0,,unknown_risk
1910,12779.0,female,"32,1",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1606_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1911,12781.0,male,"48,5",G,Non_Verified,Heterosexual,Submisive,Women,16,before_1597_days,5.12.2012,1,0:13,0.0,0.0,0.0,,unknown_risk
1912,12783.0,male,"40,2",A,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1606_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1913,12784.0,female,"25,2",H,Non_Verified,Heterosexual,Switch,Nobody,15,before_1190_days,5.12.2012,1,0:0,0.0,0.0,0.0,"8625,12810,7624",unknown_risk
1914,12785.0,male,"37,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_341_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1915,12787.0,male,"34,4",N,Non_Verified,bisexual,Dominant,Nobody,15,before_968_days,5.12.2012,0,0:0,0.0,0.0,0.0,12011,unknown_risk
1916,12790.0,female,"32,8",A,Non_Verified,bisexual,Submisive,Nobody,30,before_1224_days,5.12.2012,0,0:0,0.0,0.0,0.0,"5579,2580",unknown_risk
1917,12793.0,male,35,S,Non_Verified,Heterosexual,Dominant,Women,15,before_1591_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1918,12795.0,male,"33,9",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1371_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1919,12796.0,male,"60,2",A,Non_Verified,Heterosexual,Dominant,Women,0,before_1272_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1920,12797.0,female,"36,6",G,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1602_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1921,12798.0,female,"46,9",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_1606_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1922,12799.0,male,"34,2",C,Non_Verified,Heterosexual,Submisive,Nobody,0,before_1596_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1923,12800.0,female,"46,9",A,Non_Verified,Homosexual,Dominant,Nobody,0,before_143_days,5.12.2012,0,0:25,14.0,0.0,0.0,,unknown_risk
1924,12801.0,male,"40,3",A,Non_Verified,Heterosexual,Submisive,Women,18,before_1440_days,5.12.2012,3,0:25,2.0,0.0,0.0,,unknown_risk
1925,12802.0,male,23,A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1590_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1926,12803.0,male,"53,5",E,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1598_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1927,12805.0,male,"45,8",B,Non_Verified,Heterosexual,Submisive,Women,15,before_240_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1928,12807.0,male,"26,7",F,Non_Verified,Heterosexual,Dominant,Nobody,0,before_474_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1929,12808.0,male,"27,1",A,Non_Verified,Heterosexual,Dominant,Women,0,before_932_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1930,12810.0,male,"22,9",H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_959_days,5.12.2012,0,0:0,0.0,0.0,0.0,12784,unknown_risk
1931,12811.0,male,"41,5",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1605_days,5.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1932,12814.0,male,"39,5",A,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1933,12815.0,male,"49,3",A,Non_Verified,Heterosexual,Switch,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1934,12817.0,male,"42,1",O,Non_Verified,Heterosexual,Dominant,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1935,12818.0,male,"24,3",M,Non_Verified,Heterosexual,Switch,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1936,12820.0,male,"27,4",C,Non_Verified,bicurious,Submisive,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1937,12822.0,male,"52,1",H,Non_Verified,Heterosexual,Dominant,Nobody,0,before_654_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1938,12823.0,male,"24,9",F,Non_Verified,Heterosexual,Dominant,Women,0,before_1601_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
1939,12825.0,male,"30,9",K,Non_Verified,Heterosexual,Switch,Nobody,0,before_1605_days,6.12.2012,0,0:0,0.0,0.0,0.0,,unknown_risk
